,name,price,type
121,[탄생석목걸이/선물포장] BIRTHSTONE SILVER NECKLACE 12종 택1,"95,000원",luxury
122,[단독] 안나수이 '로맨틱 시크릿 판타지아' 실버 주얼리 4종 택1 (+키링증정) (톡별),"59,000원",luxury
123,티파니 노트 다이아몬드 이어링 (18K 로즈 골드),"4,450,000원",luxury
124,포제션 링 화이트 골드 - 다이아몬드,"3,240,000원",luxury
125,에나멜 펜던트 목걸이,"830,000원",luxury
126,"엘사 퍼레티 오픈 하트 펜던트(18K 로즈 골드, 11mm)","1,330,000원",luxury
127,포제션 웨딩링 핑크 골드 - 원 포인트,"2,090,000원",luxury
128,"""선물 포장 서비스"" FRED 포스텐 브레이슬릿 (L)","4,740,000원",luxury
129,"""이니셜 목걸이"" 7700 / Outline Initial Necklace","220,000원",luxury
130,"""선물 포장 서비스"" FRED 포스텐 브레이슬릿 (L)","4,450,000원",luxury
131,[공식] 미니 바스 릴리프 팔찌 실버,"330,000원",luxury
132,더블 G 자개 반지,"600,000원",luxury
133,"""단독 (선물포장)"" FRED 포스텐 브레이슬릿 (L)","1,920,000원",luxury
134,미니 비제로원 네크리스,"2,800,000원",luxury
135,구찌 로고 씬 에나멜 팔찌,"1,250,000원",luxury
136,[공식입점]판도라 실버 시그니처 I-D 파베 링_192283C01,"118,000원",luxury
137,더블 G 키 목걸이,"470,000원",luxury
138,[GG 러닝] 18K 목걸이,"1,360,000원",luxury
139,[공식]티쏘 PRX 35mm 공용시계 (실버/35mm) T137.210.11.031.00,"455,700원",luxury
140,[친구맺고 3%적립] [공식] 그레이스 바스 릴리프 목걸이 골드,"330,000원",luxury
141,"""단독 (선물포장)"" FRED 포스텐 브레이슬릿 (L)","1,920,000원",luxury
142,[공식]티쏘 PRX 남자시계 (블루/40mm) T137.410.16.041.00,"427,800원",luxury
143,에르메스 H700001FO 6Z (PM) 클릭아슈 CLIC H 로즈골드 버트피즈 뱅글 팔찌,"1,290,000원",luxury
144,포제션 브레이슬릿 핑크 골드 - 마더 오브 펄 - 다이아몬드,"2,210,000원",luxury
145,더블 G 플라워 반지,"530,000원",luxury
146,[친구맺고 3%적립] 미스 두 14K 목걸이,"321,100원",luxury
