,name,price,type
110,"""선물만족100%💖"" 선물도 예쁨도 UPGRADE [리뷰이벤트] 1등 선물 슈퍼콜라겐 에센스 28입+비타민 세트","68,000원",health
111,"""오늘 운동 완벽하게"" 고함량 L-아르기닌 10000 2박스(60포)","21,900원",health
112,[기프트박스] 멀티비타민 맨/우먼/칼슘+D/에너지B/프로바이오100*2통,"54,000원",health
113,"""건강선물"" 온감테라피 목마스크 5매x2개 (향 선택)","14,500원",health
114,"""선물하기1등 콜라겐"" 내맘대로 꾸미는 잔망루피 칠링백 세트&핑크빛 생기 선물, 슈퍼콜라겐 에센스 비오틴 10일분","24,000원",health
115,마이플립 손편한 세상 무선펄스 힐링 저주파 목 마사지기,"28,900원",health
116,진저 플라이트 (릴렉싱 롤온),"33,000원",health
117,"""오늘은 너의 날!"" ""걱정말아요 그대, 넌 다 잘 될거야!"" 수면 기능성 인정, 굿슬립 가바 365 14일분","19,900원",health
118,휴족시간 쿨링시트 6매입 x 3개,"10,900원",health
119,"""피곤할땐 입욕제"" 바스솔트 3종세트 (향기가득 힐링선물)","22,000원",health
120,"""100% WPI"" 셀렉스 프로핏 웨이프로틴 드링크 초콜릿/복숭아/아메리카노 1박스 (330mlx12팩)","29,900원",health
121,'뭘 좋아할지 몰라서 다 준비했어' 털 실내화 슬리퍼 19종 택1 + 더스트백포장,"13,900원",health
122,"""활력이필요한당신에게"" [추천 BEST] GNC 멀티비타민 + 밀크씨슬 선물세트","29,900원",health
123,집순이 빅후드담요 곰도리ver. (빅후드담요+양말+슬리퍼set) (톡별),"34,900원",health
124,"""🎁장건강 선물🎁"" [업그레이드 락토핏] 너에게 꼭 맞는 락토핏 장 건강 생유산균 골드 선물세트 1세트","26,900원",health
125,ORGA 액상차 선물세트(꿀유자+꿀모과+꿀생강),"28,900원",health
126,"""💖1등 콜라겐💖"" [선물세트&증정]비비랩 저분자피쉬콜라겐 60포(2개월분)+아토스티커 5종","27,900원",health
127,[미세스콜드] [스트레스 해소 선물] 천연 아로마 테라피 감성 기프트 세트,"39,900원",health
128,"""쌩쌩한 하루를 위한"" 얼라이브 멀티비타민 30정 (1개월분) 3종 택1 / 멀티비타민,맨,우먼","14,900원",health
129,"""김우빈 비타민"" [선물세트] 셀파렉스 멀티비타민(30일분) 4종, 택1 + 쇼핑백","29,900원",health
130,"""비타민선물🎁"" [1년 건강] 고려은단 비타민C 1000 360정 / 월리&미니언즈 에디션","32,000원",health
131,"""온가족 뼈튼튼🦴 "" 종근당 칼슘 마그네슘 비타민D 아연 180정 1박스(3개월분)","13,900원",health
132,"""손목.무릎통증"" 전자파없는 오색약손 다온","22,500원",health
133,"""간건강 피로회복💪"" 종근당 간건강 슈퍼케어 밀크씨슬 30정 4박스(4개월분) /실리마린","22,900원",health
134,"""비오틴&멀티비타민 곰돌이젤리"" 위키드랩 핑크구미베어 1병 비건 구미 젤리 40구미","26,500원",health
135,"""올인원 명품 비타민"" 리즈랩 바이알이뮨 19종 멀티비타민&미네랄 14입 / DSM사 원료","38,900원",health
136,"""꽉! 채운 눈건강"" 종근당 20100 파워 루테인 30캡슐 3박스(3개월분) /비타민A 아연 함유","16,900원",health
137,"""여자친구선물"" 메디힐리 생리 온팩 트윈세트 (허브온팩10개입+허리온팩8개입)/ 찜질팩 브랜드1위 생리선물","26,500원",health
138,프레시지 '감동 선물 시그니처 메뉴' 블랙라벨 스테이크 (2인분),"22,900원",health
139,"""집들이/생일선물"" [선물포장/카드] 천연가습기 자연기화식 가습제 정화석+접시","29,900원",health
140,"""건강/회복 추천선물"" 듀오랩 바이옴 플러스 멀티비타민 미네랄 / 레드업 홍삼 비타민B 콤플렉스 60정 (2개월)","18,000원",health
141,"""수능/행운/합격"" [레이문] 문구각인 주문제작 드림캐쳐 달 무드등 M사이즈 (아답터포함)","30,000원",health
142,"""건강 선물"" 목 어깨 마사지 안마기 스트레칭 도수 베개 스파인핏 [만족도 100%]","52,900원",health
143,[10+5/총15매]포미그 스팀 온열 수면안대 2종 눈건강 관리용품,"14,900원",health
144,[삼원가든] 등심불고기2EA+두툼떡갈비4EA 세트,"50,500원",health
145,"""부모님선물"" 현미온미 허리 배 찜질팩 (벨트형)","38,300원",health
146,"""응원"" 프리미엄 설렁탕 선물세트(설렁탕 6팩+탕고기 6팩) 축하/생일상/생일","47,500원",health
147,"""집들이/결혼선물"" [선물포장] 편백오일10ml+피톤치드 스프레이 500ml+편백큐브 섬유탈취제 섬유향수","39,900원",health
148,[고소영추천] 치약&가글 6종 선물세트 (연예인 명품치약),"32,000원",health
149,"""수족냉증 온열부츠"" 전자파없는 오색약손 바리온","49,000원",health
150,[결혼/생일선물] 편백나무볼 디퓨저 선물세트,"36,800원",health
151,"""여자친구 선물"" ""아랫배를 따뜻하게"" 메디힐리 허브온팩 30개입/ 생리선물 온열 찜질팩 브랜드 1위","37,900원",health
152,아르떼 국산 새부리형 KF94 마스크 100매 화이트/블랙,"24,900원",health
153,슈팅스타 미니 무선 BLDC모터 휴대용 안마기 마사지기 마사지건 (핑크 / 블랙 / 실버),"44,900원",health
154,"[쇼핑백/방수밴드 증정] 동국제약 마데카솔/메디패치 ""Try It""세트","19,900원",health
155,국산 아르떼 새부리형 스탠다드 핏 컬러 마스크_50매,"13,900원",health
156,[기간특가] 휴족시간 쿨링시트 6매입 x 4개,"13,900원",health
157,렉스타 무릎형 단단한재질 발트임 의료용 압박스타킹 압박용밴드 중압 (201),"34,400원",health
158,MS스포츠테이프(5cmx5M)_3롤/테이핑/키네시오/스포츠테이핑/근육테이프,"14,500원",health
159,"""스누피 이미지 추가"" 스누피 닥터클린 3중 MB필터 덴탈마스크 소형/대형 50매","6,600원",health
160,"[특가+증정] ""너와나의 쿨한시간"" 휴족시간 쿨링시트 24매+다목적 살균티슈 10매x1개",27%,health
161,"""숨쉬기 편한 마스크"" [식약처인증]스누피 KF-AD 비말차단용 마스크 대형/소형 50매","9,800원",health
162,[선물하기단독]흉터전문 더마틱스울트라7g +응급키트&쇼핑백증정,"23,600원",health
163,[선물포장] 온감테라피 목마스크5매x2개+손목밴드5매x1개 + 다목적살균티슈10매x1개,"24,900원",health
164,[선물하기단독]흉터전문 더마틱스울트라7g +휴대용응급키트&쇼핑백증정 (더마틱스 울트라 키즈 7g),"23,600원",health
165,"""슬림한 다리 라인"" ""다리 붓기 이젠 안녕"" 동국제약 압박밴드 센시안 나이트케어(수면용 의료기기) + 쿨링패치","26,900원",health
166,[슬로우랩] 꿀잠안대 무향 2개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health
167,[꼭필요한선물] 한스웰 국산 MB필터 KF94 마스크 식약처 의약외품 개별포장 대형 100,"34,000원",health
168,[슬로우랩] 꿀잠안대 라벤더향 2개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health
169,"""건강을 선물해요"" 시린이 치약","12,000원",health
170,"""학생 사무실 선물"" 골반교정방석 U자형 허리디스크 기능성 메모리폼 꼬리뼈","23,900원",health
171,"""따뜻한 차 한잔의 선물"" 락앤락 티머그X 메디프레소 잎차 4box(320g)","39,900원",health
172,[1+1] 더블 남녀공용 신발 초경량 커플 운동화 런닝화 스니커즈 워킹화 SN608,"26,900원",health
173,휴족시간 쿨링시트 6매x5개 + 지압시트 4매x1개,"17,900원",health
174,"[추석 이벤트] ""부모님 선물 추천"" [선물포장] 보니엘 크리스탈 핸디형 루페","49,000원",health
175,렉스타 종아리형 부드러운재질 의료용 압박스타킹 압박용밴드 약압 18-24mmHg (510),"32,000원",health
176,[선물포장] 분코 어니스트 페이스트 시린이 치약 X 3개,"33,600원",health
177,[슬로우랩] 빼독패치 쑥향 1개 (총 10매) + 쇼핑백 1개 증정,"9,900원",health
178,[슬로우랩] 그날의 패치 4+1개 (총 25매) + 쇼핑백 1개 증정,"19,900원",health
179,[선물포장] 시린덴트6024 치약 110g x 4개 + 휴대용 핸드워시 50mL 1개 증정,"20,900원",health
180,"""숙면&힐링 선물 "" [쇼핑백 증정]동국제약 ""굿나잇 선물 세트"" 굿잠 코스프레이 30ml + 스팀안대 10입","19,900원",health
181,"오색빛 ""무지개떡"" 마스크 선물세트(총150매)(톡별)","15,900원",health
182,[선물포장] 베스트 1위 휴대폰태블릿거치대 100CM+2M 케이블 세트(톡별),"23,000원",health
183,휴족시간 일랑일랑18매x1개+쿨링시트6매x3개+살균티슈10매x1개+지압자극4매입x1개,"17,900원",health
184,[오늘도 고생했어]휴족시간 쿨링시트6매X10개(총60매) + 지압자극시트4매입x1개,"29,800원",health
185,"[직장인 선물] ""바른자세의 시작"" 리빙숲 각도조절 가능 브리즈 사무실 발받침대/다리받침대","20,900원",health
186,"""후기만족도 100%"" (후기이벤트/무선/저주파) 제스파 이플로 목걸이 EMS 목안마기 어깨 마사지기 ZP5410","36,800원",health
187,'일상 속 힐링' 비타민 입욕제 2종세트 (레몬&자몽향) (선물포장),"17,900원",health
188,마이플립 손편한 세상 땅콩마사지기,"21,900원",health
189,"피로가 싸악- 제2의 심장, 발건강 지압 슬리퍼 (+보약양말증정)","16,900원",health
190,"""비염에 좋은 부드러운 티슈"" 환절기 필수템으로 비염인을 위한 센스있는 선물","11,900원",health
191,[숨지킴이 편안한마스크]국내생산/새부리형/일회용마스크 성인용(라지) 화이트 50매,"10,900원",health
192,렉스타 의료용 압박스타킹 종아리형 단단한재질 압박용밴드 중압 (505),"30,500원",health
193,[교보문고]우울할 때 곁에 두고 읽는 책,"15,120원",health
194,괄사+마사지롤러 세트 괄사마사지기 림프순환 바디 얼굴,"14,900원",health
195,빅엔터 USB / 초대형 엔터키/ 낮잠쿠션/ 스트레스해소 (ID-K100),"12,900원",health
196,"""슬림한 다리 라인"" ""다리 붓기 이젠 안녕"" 동국제약 압박밴드 센시안 릴렉스(종아리형/무발)+쿨링 패치(4매)","17,900원",health
197,한스웰 국산 MB필터 KF94 한마음 황사마스크 식약처 의약외품 개별포장 대형 50매,"17,000원",health
198,"""가정상비필수템!"" ""이시국추천선물"" 코로나 자가검사키트 (코비드-19 홈 테스트)","16,000원",health
199,[YES24] 우울할 땐 뇌과학 : 최신 뇌과학과 신경생물학은 우울증을 어떻게 해결하는가,"15,300원",health
