,name,price,type
188,[디오니서스] GG 수프림 수퍼 미니 체인 백,"1,410,000원",luxury
189,[친구 맺고 3%적립] 비세토스 오리지널 3단 지갑,"350,000원",luxury
190,[친구맺고 3% 적립] [30%off][토리버치 공식]로빈슨 체인 월렛,"350,000원",luxury
191,[공식]롱샴 르 플리아쥬 그린 탑핸들백 L1621919001,"180,000원",luxury
192,[오피디아] 미디엄 토트백,"3,300,000원",luxury
193,[GG 마몽] 카드 케이스,"480,000원",luxury
194,[친구 맺고 3%적립] [각인서비스] 알파 브라보 서치 백팩,"830,000원",luxury
195,세르펜티 포에버 마이크로 백,"810,000원",luxury
196,[친구맺고 3%적립] [공식] 글로브 반다나 스카프 그레이,"280,000원",luxury
197,[친구맺고 3% 적립] [30%off][토리버치 공식]맥그로우 바이 폴드 월렛,"210,000원",luxury
198,여성 Replica 스니커즈,"654,000원",luxury
199,캐시미어 스카프,"390,000원",luxury
200,[공식]롱샴 르 플리아쥬 오리지널 숄더백 L2605089P68,"200,000원",luxury
201,[친구 맺고 3%적립] [30%off][토리버치 공식]키라 쉐브론 카드 케이스,"119,000원",luxury
202,[오피디아] GG 숄더백,"1,910,000원",luxury
203,생로랑 캐비어 모노그램 카드지갑 612808-BOW01-1000,"579,000원",luxury
204,세르펜티 카보숑 맥시 체인 미니 크로스 백,"3,000,000원",luxury
205,세르펜티 포에버 이스트-웨스트 숄더백,"2,800,000원",luxury
206,[친구 맺고 3%적립] [30%off][토리버치 공식]키라 쉐브론 카드 케이스,"119,000원",luxury
207,생로랑 634437 BOO0E 1000 스퀘어 버클 모노그램 벨트,"559,000원",luxury
208,[친구 맺고 3%적립] [30%off][토리버치 공식]페리 봄베 미니백,"343,000원",luxury
209,[공식]롱샴 르 플리아쥬 오리지널 숄더백 L1899089001,"230,000원",luxury
210,마크제이콥스 Mini Trifold Snapshot_NewCloudWhite_MBACM22,"295,000원",luxury
211,미니 지퍼 베이스워터,"1,810,000원",luxury
212,[친구 맺고 3%적립] 비세토스 오리지널 키링,"145,000원",luxury
213,[프라다] 사피아노 가죽 키체인 1PP142-053-F068Z 라프리마,"355,000원",luxury
214,AMI UKS004 016 968 아미 드 꾀흐 인타르시아 니트,"439,000원",luxury
215,GLAM SLAM 트라이폴드 지갑,"752,000원",luxury
216,[MARKDOWN 30% 할인]RELATIVITY 가죽 미니 백,30%,luxury
217,[친구 맺고 3%적립] [30%off][토리버치 공식]엘라 토트,"301,000원",luxury
218,[GG 마몽] 키체인 지갑,"520,000원",luxury
219,[MARKDOWN 30% 할인]마르니 로고 양말,30%,luxury
220,바이폴드 지갑,"538,000원",luxury
221,세르펜티 카보숑 마이크로 백,"1,200,000원",luxury
222,[시즌오프 20%할인] [공식] 로고 플랩 동전지갑 브라운,"231,000원",luxury
223,TROPICALIA 마이크로 백,"1,160,000원",luxury
224,TROPICALIA SUMMER 스몰 백,"1,390,000원",luxury
225,[롯데백화점]톰브라운 22FW 공용 랍스터 울 머플러 그레이 FKS056A Y1002 0,"717,030원",luxury
226,폴디드 멀티 카드 지갑,"400,000원",luxury
227,TROPICALIA 미니 버킷 백,"1,500,000원",luxury
228,키링 바이폴드 카드 홀더,"449,000원",luxury
229,Sarah Shoulder A Strap Bag,"939,000원",luxury
230,마이크로 알렉사,"820,000원",luxury
231,탐부 01,"320,000원",luxury
232,[GG 마몽] 스몰 토트백,"2,870,000원",luxury
233,발리 타이크 카드 지갑 TYKE.LT-BK,"179,000원",luxury
234,[친구맺고 3% 적립] [30%off][토리버치 공식]키라 쉐브론 페이턴트 카드 케이스,"119,000원",luxury
235,자카드 스몰 사이즈 쇼핑백,"1,330,000원",luxury
236,TRUNK 소프트 미디엄 백,"2,430,000원",luxury
237,마이크로 세이디 스퀘어,"820,000원",luxury
238,여성 VEJA X MARNI V-15 하이탑 스니커즈,"450,000원",luxury
239,GG 하프문 쉐입 미니백,"1,710,000원",luxury
240,생로랑 금장 카드케이스(423291 BOW01),"445,000원",luxury
241,[친구 맺고 3%적립] [30%off][토리버치 공식]밀러 미디엄 플랩 월렛,"231,000원",luxury
242,[친구 맺고 3%적립] [30%off][토리버치 공식]키라 쉐브론 체인 월렛,"455,000원",luxury
243,마크제이콥스 Top Zip Multi Wallet GlamShot_Pebble_MBACM2,"206,500원",luxury
